HCPCS,MOD,DESCRIPTION,STATUS CODE,PAYMENT,RVU,PE RVU,INDICATOR,PE RVU,INDICATOR,RVU,TOTAL,TOTAL,IND,DAYS,OP,OP,OP,PROC,SURG,SURG,SURG,SURG,BASE,FACTOR,PROCEDURES,FLAG,INDICATOR,AMOUNT,AMOUNT,AMOUNT
27111,,Transfer of iliopsoas muscle,A,,12.60,11.67,NA,11.67,,2.61,26.88,26.88,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27120,,Reconstruction of hip socket,A,,19.25,15.28,NA,15.28,,3.97,38.50,38.50,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27122,,Reconstruction of hip socket,A,,16.09,13.36,NA,13.36,,3.31,32.76,32.76,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27125,,Partial hip replacement,A,,16.64,13.49,NA,13.49,,3.41,33.54,33.54,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27130,,Total hip arthroplasty,A,,19.60,14.41,NA,14.41,,4.01,38.02,38.02,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27132,,Total hip arthroplasty,A,,25.69,18.46,NA,18.46,,5.28,49.43,49.43,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27134,,Revise hip joint replacement,A,,30.28,19.82,NA,19.82,,6.22,56.32,56.32,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27137,,Revise hip joint replacement,A,,22.70,15.99,NA,15.99,,4.67,43.36,43.36,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27138,,Revise hip joint replacement,A,,23.70,16.49,NA,16.49,,4.88,45.07,45.07,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27140,,Transplant femur ridge,A,,12.78,11.16,NA,11.16,,2.62,26.56,26.56,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27146,,Incision of hip bone,A,,18.92,15.09,NA,15.09,,3.94,37.95,37.95,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27147,,Revision of hip bone,A,,22.07,16.68,NA,16.68,,4.56,43.31,43.31,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27151,,Incision of hip bones,A,,24.12,17.71,NA,17.71,,4.97,46.80,46.80,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27156,,Revision of hip bones,A,,26.23,18.78,NA,18.78,,5.41,50.42,50.42,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27158,,Revision of pelvis,A,,21.04,16.09,NA,16.09,,4.33,41.46,41.46,0,090,0.10,0.69,0.21,2,2,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27161,,Incision of neck of femur,A,,17.89,14.61,NA,14.61,,3.70,36.20,36.20,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27165,,Incision/fixation of femur,A,,20.29,16.38,NA,16.38,,4.19,40.86,40.86,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27170,,Repair/graft femur head/neck,A,,17.61,13.35,NA,13.35,,3.60,34.56,34.56,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27175,,Treat slipped epiphysis,A,,9.38,8.51,NA,8.51,,1.94,19.83,19.83,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27176,,Treat slipped epiphysis,A,,12.92,11.83,NA,11.83,,2.67,27.42,27.42,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27177,,Treat slipped epiphysis,A,,16.09,13.70,NA,13.70,,3.32,33.11,33.11,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27178,,Treat slipped epiphysis,A,,12.92,11.83,NA,11.83,,2.67,27.42,27.42,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27179,,Revise head/neck of femur,A,,13.97,12.24,NA,12.24,,2.89,29.10,29.10,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27181,,Treat slipped epiphysis,A,,16.18,13.69,NA,13.69,,3.34,33.21,33.21,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27185,,Revision of femur epiphysis,A,,9.79,9.60,NA,9.60,,2.01,21.40,21.40,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27187,,Reinforce hip bones,A,,14.23,12.45,NA,12.45,,2.94,29.62,29.62,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27197,,Clsd tx pelvic ring fx,A,,1.53,2.15,NA,2.15,,0.31,3.99,3.99,0,000,0.00,0.00,0.00,2,0,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27198,,Clsd tx pelvic ring fx,A,,4.75,3.84,NA,3.84,,0.87,9.46,9.46,0,000,0.00,0.00,0.00,2,0,0,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27200,,Treat tail bone fracture,A,,1.92,3.35,,3.37,,0.37,5.64,5.66,0,090,0.10,0.69,0.21,2,0,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27202,,Treat tail bone fracture,A,,7.31,6.90,NA,6.90,,1.50,15.71,15.71,0,090,0.10,0.69,0.21,2,0,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27215,,Treat pelvic fracture(s),I,+,10.45,6.46,NA,6.46,,0.87,17.78,17.78,9,090,0.10,0.69,0.21,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
27216,,Treat pelvic ring fracture,I,+,15.73,9.26,NA,9.26,,1.29,26.28,26.28,9,090,0.10,0.69,0.21,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
27217,,Treat pelvic ring fracture,I,+,14.65,8.85,NA,8.85,,1.20,24.70,24.70,9,090,0.10,0.69,0.21,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
27218,,Treat pelvic ring fracture,I,+,20.93,11.26,NA,11.26,,1.71,33.90,33.90,9,090,0.10,0.69,0.21,9,9,9,9,9,,34.6062,09,0,99,0.00,0.00,0.00
27220,,Treat hip socket fracture,A,,5.50,5.90,,5.71,,1.11,12.51,12.32,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27222,,Treat hip socket fracture,A,,14.11,12.23,NA,12.23,,2.91,29.25,29.25,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27226,,Treat hip wall fracture,A,,15.57,12.54,NA,12.54,,3.20,31.31,31.31,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27227,,Treat hip fracture(s),A,,25.41,18.22,NA,18.22,,5.20,48.83,48.83,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27228,,Treat hip fracture(s),A,,29.33,20.13,NA,20.13,,6.04,55.50,55.50,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27230,,Treat thigh fracture,A,,5.81,7.58,,7.29,,1.18,14.57,14.28,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27232,,Treat thigh fracture,A,,11.72,7.79,NA,7.79,,2.44,21.95,21.95,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27235,,Treat thigh fracture,A,,13.00,11.30,NA,11.30,,2.66,26.96,26.96,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27236,,Treat thigh fracture,A,,17.61,14.16,NA,14.16,,3.60,35.37,35.37,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27238,,Treat thigh fracture,A,,5.75,7.06,NA,7.06,,1.17,13.98,13.98,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27240,,Treat thigh fracture,A,,13.81,11.86,NA,11.86,,2.83,28.50,28.50,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27244,,Treat thigh fracture,A,,18.18,14.47,NA,14.47,,3.73,36.38,36.38,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27245,,Treat thigh fracture,A,,18.18,14.46,NA,14.46,,3.71,36.35,36.35,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27246,,Treat thigh fracture,A,,4.83,5.90,,5.75,,0.98,11.71,11.56,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27248,,Treat thigh fracture,A,,10.78,9.22,NA,9.22,,2.20,22.20,22.20,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27250,,Treat hip dislocation,A,,3.82,0.73,NA,0.73,,0.78,5.33,5.33,0,000,0.00,0.00,0.00,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27252,,Treat hip dislocation,A,,11.03,9.22,NA,9.22,,2.23,22.48,22.48,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27253,,Treat hip dislocation,A,,13.58,11.58,NA,11.58,,2.79,27.95,27.95,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27254,,Treat hip dislocation,A,,18.94,14.87,NA,14.87,,3.90,37.71,37.71,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27256,,Treat hip dislocation,A,,4.28,3.97,,1.89,,0.90,9.15,7.07,0,010,0.10,0.80,0.10,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27257,,Treat hip dislocation,A,,5.38,4.21,NA,4.21,,1.10,10.69,10.69,0,010,0.10,0.80,0.10,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27258,,Treat hip dislocation,A,,16.18,13.48,NA,13.48,,3.34,33.00,33.00,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27259,,Treat hip dislocation,A,,23.26,17.62,NA,17.62,,4.79,45.67,45.67,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27265,,Treat hip dislocation,A,,5.24,5.97,NA,5.97,,1.07,12.28,12.28,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27266,,Treat hip dislocation,A,,7.78,8.09,NA,8.09,,1.59,17.46,17.46,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27267,,Cltx thigh fx,A,,5.50,6.59,NA,6.59,,1.09,13.18,13.18,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27268,,Cltx thigh fx w/mnpj,A,,7.12,7.66,NA,7.66,,1.47,16.25,16.25,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27269,,Optx thigh fx,A,,18.89,13.96,NA,13.96,,3.89,36.74,36.74,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27275,,Manipulation of hip joint,A,,2.32,2.69,NA,2.69,,0.43,5.44,5.44,0,010,0.10,0.80,0.10,2,0,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27279,,Arthrodesis sacroiliac joint,A,,12.13,9.89,NA,9.89,,2.84,24.86,24.86,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27280,,Fusion of sacroiliac joint,A,,20.00,14.71,NA,14.71,,5.72,40.43,40.43,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27282,,Fusion of pubic bones,A,,11.85,11.29,NA,11.29,,2.45,25.59,25.59,0,090,0.10,0.69,0.21,2,0,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27284,,Fusion of hip joint,A,,25.06,17.23,NA,17.23,,5.17,47.46,47.46,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27286,,Fusion of hip joint,A,,25.17,18.24,NA,18.24,,5.19,48.60,48.60,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27290,,Amputation of leg at hip,A,,24.55,18.51,NA,18.51,,5.06,48.12,48.12,0,090,0.10,0.69,0.21,2,0,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27295,,Amputation of leg at hip,A,,19.66,13.59,NA,13.59,,4.20,37.45,37.45,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27299,,Pelvis/hip joint surgery,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,2,1,2,1,1,,34.6062,09,0,99,0.00,0.00,0.00
27301,,Drain thigh/knee lesion,A,,6.78,11.98,,6.89,,1.43,20.19,15.10,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27303,,Drainage of bone lesion,A,,8.63,8.56,NA,8.56,,1.84,19.03,19.03,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27305,,Incise thigh tendon & fascia,A,,6.18,6.99,NA,6.99,,1.26,14.43,14.43,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27306,,Incision of thigh tendon,A,,4.74,4.88,NA,4.88,,0.44,10.06,10.06,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27307,,Incision of thigh tendons,A,,6.06,5.71,NA,5.71,,0.65,12.42,12.42,0,090,0.10,0.69,0.21,2,1,0,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27310,,Exploration of knee joint,A,,10.00,9.77,NA,9.77,,2.03,21.80,21.80,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27323,,Biopsy thigh soft tissues,A,,2.33,5.52,,2.46,,0.34,8.19,5.13,0,010,0.10,0.80,0.10,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27324,,Biopsy thigh soft tissues,A,,5.04,5.98,NA,5.98,,1.11,12.13,12.13,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27325,,Neurectomy hamstring,A,,7.20,8.19,NA,8.19,,1.48,16.87,16.87,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27326,,Neurectomy popliteal,A,,6.47,7.82,NA,7.82,,1.33,15.62,15.62,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27327,,Exc thigh/knee les sc < 3 cm,A,,3.96,10.40,,4.55,,0.87,15.23,9.38,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27328,,Exc thigh/knee tum deep <5cm,A,,8.85,7.75,NA,7.75,,1.94,18.54,18.54,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27329,,Resect thigh/knee tum < 5 cm,A,,15.72,11.65,NA,11.65,,3.55,30.92,30.92,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27330,,Biopsy knee joint lining,A,,5.11,6.46,NA,6.46,,1.05,12.62,12.62,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27331,,Explore/treat knee joint,A,,6.02,6.99,NA,6.99,,1.21,14.22,14.22,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27332,,Removal of knee cartilage,A,,8.46,9.06,NA,9.06,,1.73,19.25,19.25,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27333,,Removal of knee cartilage,A,,7.55,8.48,NA,8.48,,1.55,17.58,17.58,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27334,,Remove knee joint lining,A,,9.19,9.39,NA,9.39,,1.86,20.44,20.44,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27335,,Remove knee joint lining,A,,10.55,10.09,NA,10.09,,2.17,22.81,22.81,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27337,,Exc thigh/knee les sc 3 cm/>,A,,5.91,5.24,NA,5.24,,1.37,12.52,12.52,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27339,,Exc thigh/knee tum dep 5cm/>,A,,11.13,8.85,NA,8.85,,2.50,22.48,22.48,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27340,,Removal of kneecap bursa,A,,4.32,6.00,NA,6.00,,0.89,11.21,11.21,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27345,,Removal of knee cyst,A,,6.09,7.18,NA,7.18,,1.24,14.51,14.51,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27347,,Remove knee cyst,A,,6.73,7.60,NA,7.60,,1.37,15.70,15.70,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27350,,Removal of kneecap,A,,8.66,9.10,NA,9.10,,1.76,19.52,19.52,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27355,,Remove femur lesion,A,,8.00,8.52,NA,8.52,,1.64,18.16,18.16,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27356,,Remove femur lesion/graft,A,,10.09,9.88,NA,9.88,,2.07,22.04,22.04,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27357,,Remove femur lesion/graft,A,,11.16,10.94,NA,10.94,,2.31,24.41,24.41,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27358,,Remove femur lesion/fixation,A,,4.73,2.40,NA,2.40,,0.98,8.11,8.11,0,ZZZ,0.00,0.00,0.00,0,0,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27360,,Partial removal leg bone(s),A,,11.46,13.25,NA,13.25,,2.34,27.05,27.05,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27364,,Resect thigh/knee tum 5 cm/>,A,,24.49,16.42,NA,16.42,,5.41,46.32,46.32,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27365,,Resect femur/knee tumor,A,,32.21,21.81,NA,21.81,,6.65,60.67,60.67,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27369,,Njx cntrst kne arthg/ct/mri,A,,0.77,4.44,,0.30,,0.10,5.31,1.17,0,000,0.00,0.00,0.00,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27372,,Removal of foreign body,A,,5.21,11.57,,5.70,,1.07,17.85,11.98,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27380,,Repair of kneecap tendon,A,,7.45,9.74,NA,9.74,,1.50,18.69,18.69,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27381,,Repair/graft kneecap tendon,A,,10.76,11.64,NA,11.64,,2.17,24.57,24.57,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27385,,Repair of thigh muscle,A,,6.93,9.89,NA,9.89,,1.39,18.21,18.21,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27386,,Repair/graft of thigh muscle,A,,11.13,12.30,NA,12.30,,2.23,25.66,25.66,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27390,,Incision of thigh tendon,A,,5.53,6.77,NA,6.77,,1.12,13.42,13.42,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27391,,Incision of thigh tendons,A,,7.49,7.70,NA,7.70,,1.41,16.60,16.60,0,090,0.10,0.69,0.21,2,0,0,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27392,,Incision of thigh tendons,A,,9.63,9.63,NA,9.63,,1.99,21.25,21.25,0,090,0.10,0.69,0.21,2,2,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27393,,Lengthening of thigh tendon,A,,6.59,7.10,NA,7.10,,1.30,14.99,14.99,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27394,,Lengthening of thigh tendons,A,,8.79,8.93,NA,8.93,,1.81,19.53,19.53,0,090,0.10,0.69,0.21,2,0,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27395,,Lengthening of thigh tendons,A,,12.24,11.48,NA,11.48,,2.51,26.23,26.23,0,090,0.10,0.69,0.21,2,2,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27396,,Transplant of thigh tendon,A,,8.15,8.62,NA,8.62,,1.68,18.45,18.45,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27397,,Transplants of thigh tendons,A,,12.66,11.91,NA,11.91,,2.62,27.19,27.19,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27400,,Revise thigh muscles/tendons,A,,9.33,9.48,NA,9.48,,1.94,20.75,20.75,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27403,,Repair of knee cartilage,A,,8.62,8.86,NA,8.86,,1.75,19.23,19.23,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27405,,Repair of knee ligament,A,,9.08,9.27,NA,9.27,,1.83,20.18,20.18,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27407,,Repair of knee ligament,A,,10.85,10.66,NA,10.66,,2.23,23.74,23.74,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27409,,Repair of knee ligaments,A,,13.71,12.22,NA,12.22,,2.83,28.76,28.76,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27412,,Autochondrocyte implant knee,A,,24.74,18.94,NA,18.94,,5.10,48.78,48.78,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27415,,Osteochondral knee allograft,A,,20.00,16.54,NA,16.54,,4.12,40.66,40.66,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27416,,Osteochondral knee autograft,A,,14.16,12.03,NA,12.03,,2.93,29.12,29.12,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27418,,Repair degenerated kneecap,A,,11.60,10.83,NA,10.83,,2.31,24.74,24.74,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27420,,Revision of unstable kneecap,A,,10.26,9.81,NA,9.81,,2.04,22.11,22.11,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27422,,Revision of unstable kneecap,A,,10.21,9.87,NA,9.87,,2.04,22.12,22.12,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27424,,Revision/removal of kneecap,A,,10.24,9.94,NA,9.94,,2.13,22.31,22.31,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27425,,Lat retinacular release open,A,,5.39,7.07,NA,7.07,,1.09,13.55,13.55,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27427,,Reconstruction knee,A,,9.79,9.44,NA,9.44,,1.94,21.17,21.17,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27428,,Reconstruction knee,A,,15.58,14.36,NA,14.36,,3.23,33.17,33.17,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27429,,Reconstruction knee,A,,17.54,16.18,NA,16.18,,3.61,37.33,37.33,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27430,,Revision of thigh muscles,A,,10.16,9.88,NA,9.88,,2.08,22.12,22.12,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27435,,Incision of knee joint,A,,10.88,10.90,NA,10.90,,2.17,23.95,23.95,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27437,,Revise kneecap,A,,8.93,8.94,NA,8.94,,1.81,19.68,19.68,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27438,,Revise kneecap with implant,A,,11.89,10.70,NA,10.70,,2.39,24.98,24.98,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27440,,Revision of knee joint,A,,11.09,10.37,NA,10.37,,2.28,23.74,23.74,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27441,,Revision of knee joint,A,,11.54,10.60,NA,10.60,,2.37,24.51,24.51,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27442,,Revision of knee joint,A,,12.37,10.98,NA,10.98,,2.54,25.89,25.89,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27443,,Revision of knee joint,A,,11.41,10.53,NA,10.53,,2.34,24.28,24.28,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27445,,Revision of knee joint,A,,18.66,14.70,NA,14.70,,3.82,37.18,37.18,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27446,,Revision of knee joint,A,,17.48,13.13,NA,13.13,,3.57,34.18,34.18,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
